Fecha,CFI (Neta de Ley 26075),Financ. Educativo (Ley 26075),SUBTOTAL,Transferencia de Servicios - Educacion,Transferencia de Servicios - Posoco,Transferencia de Servicios - Prosonu,Transferencia de Servicios - TOTAL,Imp. Bienes Personales (Ley 24.699),Imp. Bienes Personales (Ley 23.966 Art. 30),Imp. s/ los Activos Fdo. Educativo (Ley 23.906),I.V.A. (Ley 23.966 Art. 5 Pto. 2),Imp. Combustibles (Ley N.23966 Obras de Infraestructura),Imp. Combustibles (Ley N.23966 Vialidad Provincial),Imp. Combustibles (FO.NA.VI.),Fondo Compensador Deseq.Fisc. Provinciales,Reg.Simplif. p/Pequenos Contribuyentes (Ley N.24.977),TOTAL Recursos Origen Nacional (1),Compensacion Consenso Fiscal (2),Total - (1)+(2)
10/02/2022,402909608.38,0.0,402909608.38,0.0,0.0,0.0,0.0,25371390.47,3896340.6,0.0,3566655.52,1733555.34,3269961.46,11268196.68645,0.0,891829.58,452907538.03644997,19657092.0,472564630.03644997
11/02/2022,1006905815.41,0.0,1006905815.41,0.0,0.0,0.0,0.0,33286361.24,5111860.18,0.0,6785014.83,0.0,0.0,0.0,0.0,1873957.75,1053963009.41,19657092.0,1073620101.4099998
12/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/02/2022,959929461.56,0.0,959929461.56,0.0,0.0,0.0,0.0,44940803.97,6901658.75,0.0,6505831.92,953883.33,1799285.93,6200289.50805,0.0,1392118.84,1028623333.8080499,19657092.0,1048280425.8080498
15/02/2022,663325578.42,0.0,663325578.42,0.0,0.0,0.0,0.0,51866250.12,7965214.84,0.0,4427150.15,468811.28,884306.83,3047296.8636,0.0,1314135.21,733298743.7135999,19657092.0,752955835.7135998
16/02/2022,577027775.8999999,0.0,577027775.8999999,0.0,0.0,0.0,0.0,125807169.5,19320485.51,0.0,3151405.85,2027213.09,3823880.64,13176986.84775,0.0,2006575.18,746341492.5177499,19657092.0,765998584.5177498
17/02/2022,509853063.37000006,0.0,509853063.37000006,0.0,0.0,0.0,0.0,84315087.03,12948454.55,0.0,2119073.28,815.96,1539.13,5303.81115,0.0,1235732.24,610479069.3711501,19657092.0,630136161.37115
18/02/2022,394231968.9,0.0,394231968.9,0.0,0.0,0.0,0.0,43072205.12,6614693.88,0.0,2758249.5,212874.96,401540.64,1383697.93815,0.0,1023189.03,449698419.96814996,19657092.0,469355511.96814996
19/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21/02/2022,310470604.86,0.0,310470604.86,0.0,0.0,0.0,0.0,13494721.98,2072414.33,0.0,2945493.84,7303.51,13776.43,47473.212600000006,0.0,1159558.33,330211346.4926,19657092.0,349868438.4926
22/02/2022,1459262188.9,0.0,1459262188.9,0.0,0.0,0.0,0.0,45412665.37,6974123.55,0.0,16780299.59,1450094.27,2735276.04,9425685.5154,0.0,2864119.33,1544904452.5654001,19657092.0,1564561544.5654001
23/02/2022,1364176932.27,0.0,1364176932.27,0.0,0.0,0.0,0.0,12903115.37,1981559.99,0.0,11188218.53,5779320.36,10901385.42,37565872.403400004,0.0,3109800.34,1447606204.6834,19657092.0,1467263296.6834
24/02/2022,1296766304.8600001,0.0,1296766304.8600001,0.0,0.0,0.0,0.0,6308347.94,968786.96,0.0,14672799.15,6791138.33,12809951.98,44142739.96275,0.0,13555293.23,1396015362.41275,19657092.0,1415672454.41275
25/02/2022,1220176978.0499997,0.0,1220176978.0499997,0.0,0.0,0.0,0.0,9635129.06,1479688.1,0.0,15122755.3,7097240.98,13387345.65,46132422.56865001,0.0,781955.08,1313813514.7886498,19657092.0,1333470606.7886498
26/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/02/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/03/2022,271684671.89,0.0,271684671.89,2475000.0,291667.0,450000.0,3216667.0,5692990.05,874285.08,0.0,3728586.35,0.0,0.0,0.0,0.0,670083.27,285867283.64,19657092.0,305524375.64
03/03/2022,272371839.48,0.0,272371839.48,0.0,0.0,0.0,0.0,6693450.93,1027928.08,0.0,3754607.1,2835393.37,5348330.6,18430199.1918,1499999.92,593125.88,312554874.5518,19657092.0,332211966.5518
04/03/2022,223176479.4,0.0,223176479.4,0.0,0.0,0.0,0.0,4909969.07,754034.82,0.0,2505965.64,1133166.02,2137462.33,7365636.03105,0.0,1198048.06,243180761.37105003,19657092.0,262837853.37105003
05/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07/03/2022,229229447.82,0.0,229229447.82,0.0,0.0,0.0,0.0,5231610.06,803429.94,0.0,2736445.16,4778520.79,9013602.56,31060624.943700004,0.0,858559.36,283712240.6337,19657092.0,303369332.6337
08/03/2022,239543351.8,0.0,239543351.8,0.0,0.0,0.0,0.0,4669568.94,717116.04,0.0,2613107.15,0.0,0.0,0.0,0.0,803108.99,248346252.92,19657092.0,268003344.92000002
09/03/2022,108380929.17000002,194881306.95999998,303262236.13,0.0,0.0,0.0,0.0,7244773.32,1112595.87,0.0,3260775.34,649231.28,1224628.5,4220035.89975,0.0,1413195.5,322387471.83974993,19657092.0,342044563.83974993
10/03/2022,111546542.005,198046919.795,309593461.8,0.0,0.0,0.0,0.0,4533923.61,696284.69,0.0,2925867.69,885397.38,1670102.63,5755127.434650001,0.0,3444201.95,329504367.18465,19657092.0,349161459.18465
11/03/2022,452886299.525,539386677.315,992272976.8400002,0.0,0.0,0.0,0.0,7576440.86,1163530.79,0.0,7591934.87,0.0,0.0,0.0,0.0,1591365.0,1010196248.3600001,19657092.0,1029853340.36
12/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14/03/2022,361906871.94499993,448407249.73499995,810314121.6799998,0.0,0.0,0.0,0.0,27539639.11,4229323.34,0.0,4908911.3,0.0,0.0,0.0,0.0,1430509.26,848422504.6899998,19657092.0,868079596.6899998
15/03/2022,323775531.23499984,349285401.9950002,673060933.2300001,0.0,0.0,0.0,0.0,7509102.72,1153189.53,0.0,5791591.12,42286.71,79764.34,274865.72355000005,0.0,1215063.87,689126797.2435501,19657092.0,708783889.2435501
16/03/2022,338124697.24999994,86500377.79,424625075.03999996,0.0,0.0,0.0,0.0,4575730.61,702705.08,0.0,2472574.1,833772.41,1572723.76,5419562.539050001,0.0,1854734.96,442056878.49904996,19657092.0,461713970.49904996
17/03/2022,408813538.08000004,86500377.79,495313915.87,0.0,0.0,0.0,0.0,6353635.56,975741.88,0.0,3018678.88,1870858.89,3528953.67,12160676.672100002,0.0,1305848.0,524528309.42210007,19657092.0,544185401.4221001
18/03/2022,325801590.90000004,86500377.78999996,412301968.68999994,0.0,0.0,0.0,0.0,6033220.71,926535.06,0.0,2871581.5,0.0,0.0,0.0,0.0,1248488.59,423381794.54999995,19657092.0,443038886.54999995
19/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21/03/2022,257912314.72000006,86500377.78999996,344412692.51000005,0.0,0.0,0.0,0.0,7133433.01,1095497.1,0.0,4051598.77,681990.37,1286421.13,4432971.609,0.0,1256422.68,364351027.179,19657092.0,384008119.179
22/03/2022,1334786495.6300004,86500377.78999996,1421286873.4200003,0.0,0.0,0.0,0.0,33119825.409999996,5086284.9,0.0,16878053.15,899417.97,1696549.31,5846261.9787,0.0,2811383.54,1487624649.6787004,19657092.0,1507281741.6787002
23/03/2022,1318508837.2600002,86500377.78999996,1405009215.0500002,0.0,0.0,0.0,0.0,11011912.26,1691123.74,0.0,13511474.62,4182227.36,7888829.41,27184687.779150005,0.0,3247129.67,1473726599.8891504,19657092.0,1493383691.8891504
24/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2022,1263575531.17,86500377.78999996,1350075908.96,0.0,0.0,0.0,0.0,7371618.2,1132075.73,0.0,15370227.09,3946667.21,7444498.26,25653534.93945,0.0,13579713.46,1424574243.8494503,19657092.0,1444231335.84945
26/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28/03/2022,835864164.1999999,86500377.79000008,922364541.9899999,0.0,0.0,0.0,0.0,5852663.51,898806.49,0.0,11345053.31,15792.53,29789.05,102652.24365,0.0,823170.44,941432469.56365,19657092.0,961089561.5636499
29/03/2022,536118432.31000006,86500377.78999996,622618810.1,0.0,0.0,0.0,0.0,7073649.4,1086316.0,0.0,8660593.87,6953439.55,13116096.66,45197706.0447,0.0,800239.91,705506851.5347,19657092.0,725163943.5346999
30/03/2022,183341633.86,86500377.78999996,269842011.6499999,0.0,0.0,0.0,0.0,7446036.25,1143504.27,0.0,3676619.67,0.0,0.0,0.0,0.0,779825.35,282887997.18999994,19657092.0,302545089.19
31/03/2022,235276665.39000005,86500377.78999996,321777043.18,0.0,0.0,0.0,0.0,5887509.27,904157.83,0.0,3250486.37,270930.1,511048.58,1761059.2527,0.0,546613.77,334908848.3527,19657092.0,354565940.3527
01/04/2022,70516199.84,157016577.63000003,227532777.47000003,2475000.0,291667.0,450000.0,3216667.0,7833492.6,1203006.8,0.0,2357551.32,0.0,0.0,0.0,0.0,543259.16,242686754.35000002,27411211.0,270097965.35
02/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/04/2022,49189164.55000002,135689542.33999997,184878706.89000002,0.0,0.0,0.0,0.0,7970898.01,1224108.45,0.0,2327959.93,0.0,0.0,0.0,1499999.92,479676.07,198381349.27,27411211.0,225792560.27
05/04/2022,27570111.920000017,114070489.70999998,141640601.63,0.0,0.0,0.0,0.0,9242609.98,1419408.07,0.0,1550783.96,0.0,0.0,0.0,0.0,703706.61,154557110.25,27411211.0,181968321.25
06/04/2022,56258231.37000003,142758609.15999997,199016840.53,0.0,0.0,0.0,0.0,17630964.92,2707626.31,0.0,2274029.87,4823847.56,9099101.32,31355251.280100007,0.0,3691174.05,270598835.84009993,27411211.0,298010046.8401
07/04/2022,48032772.86500004,134533150.65499994,182565923.51999998,0.0,0.0,0.0,0.0,17847534.67,2740885.41,0.0,2063536.96,0.0,0.0,0.0,0.0,915300.82,206133181.38,27411211.0,233544392.38
08/04/2022,71236759.68500005,157737137.47499996,228973897.16,0.0,0.0,0.0,0.0,24512468.24,3764434.01,0.0,2392421.5,98590.56,185968.88,640843.6122,0.0,851894.28,261420518.2422,27411211.0,288831729.24219996
09/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/04/2022,85614218.91500002,172114596.705,257728815.62,0.0,0.0,0.0,0.0,24452882.39,3755283.28,0.0,2300404.08,468485.36,883692.04,3045178.3230000003,0.0,874107.53,293508848.623,27411211.0,320920059.623
12/04/2022,154775933.13000003,241276310.92,396052244.04999995,0.0,0.0,0.0,0.0,27352061.35,4200516.61,0.0,2847621.02,713042.93,1344994.79,4634814.818700001,0.0,863491.96,438008787.52869993,27411211.0,465419998.5287
13/04/2022,673772903.285,760273281.0749998,1434046184.36,0.0,0.0,0.0,0.0,61256153.63,9407243.11,0.0,8976003.65,569481.35,1074198.23,3701657.3616,0.0,1824411.05,1520855332.7415998,27411211.0,1548266543.7415996
14/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/04/2022,1166644043.64,147039749.07999992,1313683792.72,0.0,0.0,0.0,0.0,105950802.57,16271099.28,0.0,10111087.61,904282.78,1705725.67,5877883.4350499995,0.0,1089067.39,1455593741.45505,27411211.0,1483004952.4550498
19/04/2022,962100889.4200001,86500377.78999996,1048601267.2099999,0.0,0.0,0.0,0.0,105416032.91,16188973.52,0.0,8338697.6,1080764.11,2038617.93,7025020.9524,0.0,1791074.62,1190480448.8523998,27411211.0,1217891659.8523998
20/04/2022,1081147427.8700004,86500377.78999996,1167647805.6600003,0.0,0.0,0.0,0.0,100691901.29,15463478.17,0.0,10155312.0,7317.29,13802.41,47562.7284,0.0,3544763.0,1297571942.5484002,27411211.0,1324983153.5484002
21/04/2022,834262063.01,86500377.78999996,920762440.8,0.0,0.0,0.0,0.0,52823262.57,8112185.36,0.0,11361859.16,511453.76,964742.25,3324475.0786500005,0.0,2543478.24,1000403897.21865,27411211.0,1027815108.21865
22/04/2022,1850606499.89,86500377.78999996,1937106877.68,0.0,0.0,0.0,0.0,59173595.5,9087420.05,0.0,22506425.24,3416473.81,6444407.9,22207251.23595,0.0,4318452.94,2064260904.35595,27411211.0,2091672115.35595
23/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/04/2022,1243177850.2800002,86500377.78999996,1329678228.0700002,0.0,0.0,0.0,0.0,13089664.76,2010208.79,0.0,14299865.62,284226.54,536129.31,1847486.7576000004,0.0,14307387.87,1376053197.7176003,27411211.0,1403464408.7176
26/04/2022,1353566590.21,86500377.78999996,1440066968.0,0.0,0.0,0.0,0.0,8980337.31,1379130.28,0.0,17488838.67,10923643.49,20604991.67,71004230.94600001,0.0,953900.9,1571402041.266,27411211.0,1598813252.266
27/04/2022,709019694.82,86500377.78999996,795520072.61,0.0,0.0,0.0,0.0,8490954.14,1303974.62,0.0,8301145.44,6969362.91,13146132.49,45301208.68845,0.0,1058379.33,880091230.2284501,27411211.0,907502441.2284501
28/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/04/2022,464345526.32,173000755.57999992,637346281.9,0.0,0.0,0.0,0.0,34389480.65,5281268.67,0.0,6756214.88,651567.85,1229035.92,4235223.74715,0.0,1250761.78,691139835.3971499,54822422.0,745962257.3971499
30/04/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/05/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/05/2022,66933200.390000015,153433578.17999998,220366778.57,2475000.0,291667.0,450000.0,3216667.0,8012902.77,1230559.22,0.0,2921063.64,0.0,0.0,0.0,0.0,568473.91,236316445.11,27411211.0,263727656.10999998
03/05/2022,68495925.23000002,154996303.01999995,223492228.25,0.0,0.0,0.0,0.0,6057110.42,930203.86,0.0,2838156.89,0.0,0.0,0.0,1499999.92,506843.99,235324543.32999998,27411211.0,262735754.32999995
04/05/2022,55007356.835000016,141507734.625,196515091.46000004,0.0,0.0,0.0,0.0,6371453.97,978478.29,0.0,2160048.42,0.0,0.0,0.0,0.0,857168.96,206882241.10000002,27411211.0,234293452.10000002
05/05/2022,55462994.645,141963372.435,197426367.07999998,0.0,0.0,0.0,0.0,5238630.63,804508.1,0.0,2053229.2900000003,4166603.54,7859358.57,27083132.10405,0.0,3034707.85,247666537.16405,27411211.0,275077748.16405
06/05/2022,65114110.86500005,151614488.65499997,216728599.52,0.0,0.0,0.0,0.0,6011071.3,923133.53,0.0,2305445.33,20715.86,39075.8,134654.14215000003,0.0,818381.29,226981076.77215004,27411211.0,254392287.77215004
07/05/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/05/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/05/2022,95591899.78000003,182092277.57,277684177.35,0.0,0.0,0.0,0.0,11892093.97,1826295.19,0.0,3021667.56,0.0,0.0,0.0,0.0,904453.51,295328687.58000004,27411211.0,322739898.58000004
