Fecha;copa_correspondiente
19/03/2022;0,0
20/03/2022;0,0
21/03/2022;401737602,96062833
22/03/2022;1563372154,2272117
23/03/2022;1546289412,0946722
24/03/2022;0,0
25/03/2022;1497972928,7632284
26/03/2022;0,0
27/03/2022;0,0
28/03/2022;1023841308,7076426
29/03/2022;700939824,1378769
30/03/2022;320910618,44717425
31/03/2022;376608055,0087719
01/04/2022;278240653,86445075
02/04/2022;0,0
03/04/2022;0,0
04/04/2022;232164384,72255492
05/04/2022;185862420,19040886
06/04/2022;250803122,11731043
07/04/2022;230164072,4581669
08/04/2022;280087453,52135235
09/04/2022;0,0
10/04/2022;0,0
11/04/2022;311085195,96096486
12/04/2022;460073791,92593646
13/04/2022;1579194988,034091
14/04/2022;0,0
15/04/2022;0,0
16/04/2022;0,0
17/04/2022;0,0
18/04/2022;1448726376,0638711
19/04/2022;1163928381,7855551
20/04/2022;1294006978,8091204
21/04/2022;1027009076,0244889
22/04/2022;2123667526,5262976
23/04/2022;0,0
24/04/2022;0,0
25/04/2022;1479857379,5705206
26/04/2022;1584725400,312026
27/04/2022;890545607,7896249
28/04/2022;0,0
29/04/2022;752179002,1862969
30/04/2022;0,0
01/05/2022;0,0
02/05/2022;270535069,5183296
03/05/2022;274336464,2264322
04/05/2022;245130422,52314496
05/05/2022;248400973,23163506
06/05/2022;266861025,4289167
07/05/2022;0,0
08/05/2022;0,0
09/05/2022;332613022,1042624
10/05/2022;329320322,62189794
11/05/2022;1329854440,2481658
12/05/2022;1323480024,4755328
13/05/2022;878834369,8836583
14/05/2022;0,0
15/05/2022;0,0
16/05/2022;300494770,0959665
17/05/2022;450340420,6111124
18/05/2022;0,0
19/05/2022;653480053,1792725
20/05/2022;460215182,42907983
21/05/2022;0,0
22/05/2022;0,0
23/05/2022;1913945778,459199
24/05/2022;976227451,5209045
25/05/2022;0,0
26/05/2022;2111627333,9285016
27/05/2022;2704963610,6794467
28/05/2022;0,0
29/05/2022;0,0
30/05/2022;2396416261,994186
31/05/2022;1681105334,4896102
01/06/2022;390616365,15147865
02/06/2022;334734514,7749618
03/06/2022;270316480,3346433
04/06/2022;0,0
05/06/2022;0,0
06/06/2022;272882898,99795324
07/06/2022;321735084,122988
08/06/2022;395662441,1278424
09/06/2022;1167142000,941735
10/06/2022;705953967,2322536
11/06/2022;0,0
12/06/2022;0,0
13/06/2022;1402021012,0553527
14/06/2022;1480680560,9153042
15/06/2022;2037507640,538054
16/06/2022;1261338476,199496
17/06/2022;0,0
18/06/2022;0,0
19/06/2022;0,0
20/06/2022;0,0
21/06/2022;1085768258,7700477
22/06/2022;454075229,35990554
23/06/2022;2181896621,318169
24/06/2022;2438725845,2809095
25/06/2022;0,0
26/06/2022;0,0
27/06/2022;2359475676,0257835
28/06/2022;820110531,4326478
29/06/2022;900650201,0068082
30/06/2022;649466681,2501636
01/07/2022;390782579,4778246
02/07/2022;0,0
03/07/2022;0,0
04/07/2022;307485509,35258514
05/07/2022;389593764,1547172
06/07/2022;314033513,79327655
07/07/2022;359118022,0866632
08/07/2022;370328504,2381122
09/07/2022;0,0
10/07/2022;0,0
11/07/2022;823460693,674203
12/07/2022;632537306,4580884
13/07/2022;1565427115,072052
14/07/2022;1568462894,7047956
15/07/2022;1502715358,1848283
16/07/2022;0,0
17/07/2022;0,0
18/07/2022;763379932,2759279
19/07/2022;707414538,6634969
20/07/2022;1025729416,6781238
21/07/2022;1016223743,9630117
22/07/2022;1545536870,2261405
23/07/2022;0,0
24/07/2022;0,0
25/07/2022;3130392762,6028113
26/07/2022;1716590580,7337952
27/07/2022;1075024466,0603495
28/07/2022;384205312,3077178
29/07/2022;429221457,6484857
30/07/2022;0,0
31/07/2022;0,0
01/08/2022;289610906,04444784
02/08/2022;312534819,9179996
03/08/2022;431958466,52258325
04/08/2022;293932778,36387
05/08/2022;266711809,78882277
06/08/2022;0,0
07/08/2022;0,0
08/08/2022;317571408,2115195
09/08/2022;384756360,16550344
10/08/2022;596406114,6586792
11/08/2022;1560973686,2657263
12/08/2022;1629477423,4512522
13/08/2022;0,0
14/08/2022;0,0
15/08/2022;0,0
16/08/2022;1194001184,9134429
17/08/2022;583094402,5731456
18/08/2022;1025600848,0781516
19/08/2022;849703480,3276843
20/08/2022;0,0
21/08/2022;0,0
22/08/2022;1277842519,1578217
23/08/2022;2384761579,260687
24/08/2022;3416564588,700886
25/08/2022;1521691143,724794
26/08/2022;1539313485,1674085
27/08/2022;0,0
28/08/2022;0,0
29/08/2022;351293002,58703023
30/08/2022;352636657,6974398
31/08/2022;462358192,6896649
01/09/2022;409756536,2399404
02/09/2022;0,0
03/09/2022;0,0
04/09/2022;0,0
05/09/2022;363189248,4107884
06/09/2022;323838534,5119022
07/09/2022;481365680,61253476
08/09/2022;480988623,4170406
09/09/2022;495231894,0446355
10/09/2022;0,0
11/09/2022;0,0
12/09/2022;667384392,3043821
13/09/2022;1679571915,0062366
14/09/2022;2185591963,803363
15/09/2022;1666542831,9632394
16/09/2022;654867191,6600027
17/09/2022;0,0
18/09/2022;0,0
19/09/2022;741633837,8698227
20/09/2022;339935520,5695214
21/09/2022;1199367474,0700004
22/09/2022;1896052511,639271
23/09/2022;3680511093,2146482
24/09/2022;0,0
25/09/2022;0,0
26/09/2022;1907260045,8779354
27/09/2022;1634819009,777372
28/09/2022;462353344,8775818
29/09/2022;347107338,746666
30/09/2022;399085057,1326265
01/10/2022;0,0
02/10/2022;0,0
03/10/2022;324361378,6219401
04/10/2022;335713100,0047295
05/10/2022;417947957,62431806
06/10/2022;362523810,0608073
07/10/2022;0,0
08/10/2022;0,0
09/10/2022;0,0
10/10/2022;0,0
11/10/2022;465501047,1011083
12/10/2022;622406273,5271052
13/10/2022;2197433880,0601983
14/10/2022;2461324007,0159726
15/10/2022;0,0
16/10/2022;0,0
17/10/2022;2119234797,6959937
18/10/2022;892373958,7161667
19/10/2022;973997692,498986
20/10/2022;1240540909,095241
21/10/2022;1820040787,234557
22/10/2022;0,0
23/10/2022;0,0
24/10/2022;2718670662,276195
25/10/2022;2118939092,133123
26/10/2022;3277916980,646763
27/10/2022;1155398197,8964117
28/10/2022;407826292,50143874
29/10/2022;0,0
30/10/2022;0,0
31/10/2022;508494384,6902198
01/11/2022;411327915,6654507
02/11/2022;355068519,6514381
03/11/2022;413805762,8681644
04/11/2022;278827321,2639645
05/11/2022;0,0
06/11/2022;0,0
07/11/2022;312050289,4225213
08/11/2022;360307243,36337817
09/11/2022;483255373,0705622
10/11/2022;631862901,8645157
11/11/2022;2213623202,2203956
12/11/2022;0,0
13/11/2022;0,0
14/11/2022;1640767823,0381494
15/11/2022;1620422986,5226092
16/11/2022;963731017,4535671
17/11/2022;770639400,8826038
18/11/2022;882597789,3353059
19/11/2022;0,0
20/11/2022;0,0
21/11/2022;0,0
22/11/2022;779045780,0712084
23/11/2022;1790396392,5159924
24/11/2022;5563815169,912041
25/11/2022;2531913414,7161
26/11/2022;0,0
27/11/2022;0,0
28/11/2022;1992755490,1404078
29/11/2022;1033873681,5467935
30/11/2022;554816094,227351
01/12/2022;411715551,39415586
02/12/2022;379427560,1854962
03/12/2022;0,0
04/12/2022;0,0
05/12/2022;407106364,60771537
06/12/2022;334268900,5525213
07/12/2022;427394555,8869093
08/12/2022;0,0
09/12/2022;0,0
10/12/2022;0,0
11/12/2022;0,0
12/12/2022;500990573,55503064
13/12/2022;658515065,222799
14/12/2022;2690036690,427122
15/12/2022;2658108190,9632583
16/12/2022;2193813568,9119825
17/12/2022;0,0
18/12/2022;0,0
19/12/2022;1026619421,5409917
20/12/2022;705638774,4025334
21/12/2022;1352375225,0494027
22/12/2022;2503147965,393267
23/12/2022;4477981351,372002
24/12/2022;0,0
25/12/2022;0,0
26/12/2022;3702052070,913347
27/12/2022;1019495974,7060673
28/12/2022;757534760,6986289
29/12/2022;650936373,0943333
30/12/2022;493025534,9447147
31/12/2022;0,0
01/01/2023;0,0
02/01/2023;452750505,53538
03/01/2023;461177720,32368106
04/01/2023;338937596,1474951
05/01/2023;326186444,71537447
06/01/2023;365584614,6420732
07/01/2023;0,0
08/01/2023;0,0
09/01/2023;422593203,84909576
10/01/2023;600345473,2827989
11/01/2023;3053227015,1220026
12/01/2023;2271047800,607958
13/01/2023;1933740234,9169843
14/01/2023;0,0
15/01/2023;0,0
16/01/2023;555385048,1489179
17/01/2023;933128155,0431774
18/01/2023;961847553,052092
19/01/2023;783418554,6779146
20/01/2023;1564610538,0265412
21/01/2023;0,0
22/01/2023;0,0
23/01/2023;3438042422,8101306
24/01/2023;1890931010,0379179
25/01/2023;2462691498,2057695
26/01/2023;2388453543,580467
27/01/2023;1088572795,5435019
28/01/2023;0,0
29/01/2023;0,0
30/01/2023;375358293,193549
31/01/2023;519939825,9812801
01/02/2023;418777370,5651625
02/02/2023;453356838,2478548
03/02/2023;375828480,26096994
04/02/2023;0,0
05/02/2023;0,0
06/02/2023;324994195,8327799
07/02/2023;389783942,0258658
08/02/2023;424505266,74212354
09/02/2023;485870868,07251215
10/02/2023;701568378,5971289
11/02/2023;0,0
12/02/2023;0,0
13/02/2023;2490738027,0259748
14/02/2023;2160149178,272362
15/02/2023;2157913563,8357887
16/02/2023;883311776,550771
17/02/2023;801162191,4739767
18/02/2023;0,0
19/02/2023;0,0
20/02/2023;0,0
21/02/2023;0,0
22/02/2023;510785117,4786669
24/02/2023;4745807187,302243
25/02/2023;0,0
26/02/2023;0,0
27/02/2023;5078843992,4611025
28/02/2023;3465870652,4697375
01/03/2023;605029060,1524575
02/03/2023;582109684,4002469
03/03/2023;521996208,4716251
04/03/2023;0,0
05/03/2023;0,0
06/03/2023;495750204,7246871
07/03/2023;411700109,9086829
08/03/2023;440644077,82791513
09/03/2023;506117120,16742444
10/03/2023;669863305,592996
11/03/2023;0,0
12/03/2023;0,0
13/03/2023;2307644648,115224
14/03/2023;1921489694,2185488
15/03/2023;2039619157,1014404
16/03/2023;730457370,9026918
17/03/2023;1138661085,4544873
18/03/2023;0,0
19/03/2023;0,0
20/03/2023;567118176,4761481
21/03/2023;598871691,6551232
22/03/2023;2140721993,7358036
23/03/2023;5187963259,282381
24/03/2023;0,0
25/03/2023;0,0
26/03/2023;0,0
27/03/2023;2996596798,3044677
28/03/2023;2574118651,7133107
29/03/2023;1412978770,9716468
30/03/2023;593388209,7147448
31/03/2023;611504433,9189092
01/04/2023;0,0
02/04/2023;0,0
03/04/2023;463604881,3607767
04/04/2023;471758654,1697862
05/04/2023;558120043,3162632
06/04/2023;0,0
07/04/2023;0,0
08/04/2023;0,0
09/04/2023;0,0
10/04/2023;594855033,2564571
11/04/2023;748701331,6213517
12/04/2023;3379731614,47928
13/04/2023;2998930117,5924864
14/04/2023;2457386418,838597
15/04/2023;0,0
16/04/2023;0,0
17/04/2023;871029542,1533895
18/04/2023;735019977,1194448
19/04/2023;833780669,9938567
20/04/2023;2217182367,040428
21/04/2023;2094325770,8102036
22/04/2023;0,0
23/04/2023;0,0
24/04/2023;4392453498,521747
25/04/2023;2900887053,5433936
26/04/2023;3127019184,0901685
27/04/2023;1713876102,8061264
28/04/2023;879373644,6013216
29/04/2023;0,0
30/04/2023;0,0
01/05/2023;0,0
02/05/2023;642720041,8717235
03/05/2023;771699246,1153711
04/05/2023;635971191,4739381
05/05/2023;523462347,83254164
06/05/2023;0,0
07/05/2023;0,0
08/05/2023;664297310,5641739
09/05/2023;657221367,3345392
10/05/2023;1143241163,4206483
11/05/2023;3416983450,9670396
12/05/2023;2572566634,4844728
13/05/2023;0,0
14/05/2023;0,0
15/05/2023;2378367207,3010364
16/05/2023;672134210,0886557
17/05/2023;1808927534,2180696
18/05/2023;4205052156,173059
19/05/2023;1899419807,3390849
20/05/2023;0,0
21/05/2023;0,0
22/05/2023;2516453765,775982
23/05/2023;3477905407,5692887
24/05/2023;5783405045,05242
25/05/2023;0,0
26/05/2023;0,0
27/05/2023;0,0
28/05/2023;0,0
29/05/2023;2736001569,7618484
30/05/2023;2742059450,653076
31/05/2023;1091013503,4402683
01/06/2023;880634185,3728588
02/06/2023;784589184,6387129
03/06/2023;0,0
04/06/2023;0,0
05/06/2023;729637513,2316785
06/06/2023;591791817,5941895
07/06/2023;820297850,6176698
08/06/2023;660424873,7838525
09/06/2023;953085881,1520343
10/06/2023;0,0
11/06/2023;0,0
12/06/2023;1208914859,097807
13/06/2023;3224700186,206272
14/06/2023;3448727199,7256746
15/06/2023;4165609912,4396515
16/06/2023;1942789368,532388
17/06/2023;0,0
18/06/2023;0,0
19/06/2023;0,0
20/06/2023;0,0
21/06/2023;1813644658,355031
22/06/2023;976295730,9307182
23/06/2023;4748942767,072437
24/06/2023;0,0
25/06/2023;0,0
26/06/2023;4765508878,01409
27/06/2023;5360956977,13929
28/06/2023;1865774282,98095
29/06/2023;3310935790,385262
30/06/2023;1526453110,1297693
01/07/2023;0,0
02/07/2023;0,0
03/07/2023;599635059,0987852
04/07/2023;673226419,5666381
05/07/2023;725798740,4923811
06/07/2023;659436756,449794
07/07/2023;596293923,7436681
08/07/2023;0,0
09/07/2023;0,0
10/07/2023;1008148165,8304402
11/07/2023;1032253685,179335
12/07/2023;4053529142,8547645
13/07/2023;3582888269,9875116
14/07/2023;3045236718,96708
15/07/2023;0,0
16/07/2023;0,0
17/07/2023;1367348153,226622
18/07/2023;1178955322,8639634
19/07/2023;1421360933,1351235
20/07/2023;2091840282,6913085
21/07/2023;2488740566,5545483
22/07/2023;0,0
23/07/2023;0,0
24/07/2023;5070370176,894417
25/07/2023;5089122264,85383
26/07/2023;3127159203,4070306
27/07/2023;1810396137,9442816
28/07/2023;940340348,0401562
29/07/2023;0,0
30/07/2023;0,0
31/07/2023;950096326,0548385
01/08/2023;691842300,8305352
02/08/2023;829854136,3601029
03/08/2023;769638576,4898655
04/08/2023;758495686,7911804
05/08/2023;0,0
06/08/2023;0,0
07/08/2023;838255342,7040257
08/08/2023;736024091,949089
09/08/2023;1268867799,584985
10/08/2023;1272796513,6272743
11/08/2023;4053981388,189163
12/08/2023;0,0
13/08/2023;0,0
14/08/2023;3163142424,369307
15/08/2023;2695738618,166634
16/08/2023;2941511464,7383447
17/08/2023;1638969376,0502505
18/08/2023;1851521608,5851698
19/08/2023;0,0
20/08/2023;0,0
21/08/2023;0,0
22/08/2023;1080926327,750358
23/08/2023;2668590987,000296
24/08/2023;7089606472,42712
25/08/2023;5830147202,583569
26/08/2023;0,0
27/08/2023;0,0
28/08/2023;4985459046,119265
29/08/2023;2103806843,3318794
30/08/2023;957769535,1387181
31/08/2023;1133141418,0484493
01/09/2023;879557802,0323888
02/09/2023;0,0
03/09/2023;0,0
04/09/2023;1025636204,0007471
05/09/2023;767160767,0432609
06/09/2023;623572515,3814199
07/09/2023;848201140,6026787
08/09/2023;985223169,675388
09/09/2023;0,0
10/09/2023;0,0
11/09/2023;1769370090,1826742
12/09/2023;1642510345,4087768
13/09/2023;4702823949,754275
14/09/2023;4483905904,307771
15/09/2023;3736920188,8430457
16/09/2023;0,0
17/09/2023;0,0
18/09/2023;1710718401,7870822
19/09/2023;1635938786,1309605
20/09/2023;2939448443,3339515
21/09/2023;3097682263,4768705
22/09/2023;4044741500,2469873
23/09/2023;0,0
24/09/2023;0,0
25/09/2023;5456686550,065442
26/09/2023;6791469021,750555
27/09/2023;3136708064,8469944
28/09/2023;1101761580,2570941
29/09/2023;1285580030,5818095
30/09/2023;0,0
01/10/2023;0,0
02/10/2023;869607957,4845226
03/10/2023;782362652,5902411
04/10/2023;859438221,1928552
05/10/2023;757692240,5161521
06/10/2023;715724062,6382424
07/10/2023;0,0
08/10/2023;0,0
09/10/2023;1437368408,248355
10/10/2023;1164516805,1257298
11/10/2023;4880093122,920709
12/10/2023;4645454743,10477
13/10/2023;0,0
14/10/2023;0,0
15/10/2023;0,0
16/10/2023;0,0
17/10/2023;3861562520,208638
18/10/2023;1430506317,7407076
19/10/2023;2320659144,7571344
20/10/2023;3268988042,367422
21/10/2023;0,0
22/10/2023;0,0
23/10/2023;4444203123,762318
24/10/2023;5015645256,901817
25/10/2023;8046070839,460945
26/10/2023;5253255698,882231
27/10/2023;2803417017,365549
28/10/2023;0,0
29/10/2023;0,0
30/10/2023;965221862,0985951
31/10/2023;939168888,0325383
01/11/2023;873399670,3353692
02/11/2023;927755985,3369665
03/11/2023;705879150,5469779
04/11/2023;0,0
05/11/2023;0,0
06/11/2023;0,0
07/11/2023;676226495,7440745
08/11/2023;573223269,1327119
09/11/2023;1772149777,2051263
10/11/2023;1831181465,2683246
11/11/2023;0,0
12/11/2023;0,0
13/11/2023;5237994148,678865
14/11/2023;4465827772,3409815
15/11/2023;4564466589,352814
16/11/2023;2127895032,09344
17/11/2023;2225587785,178433
18/11/2023;0,0
19/11/2023;0,0
20/11/2023;0,0
21/11/2023;1336954086,4089603
22/11/2023;1326312016,7913382
23/11/2023;6822624945,703916
24/11/2023;6842460139,502262
25/11/2023;0,0
26/11/2023;0,0
27/11/2023;6647381537,582708
28/11/2023;4137190468,9333773
29/11/2023;2689572579,603117
30/11/2023;1316678146,1561327
01/12/2023;2529362590,2826824
02/12/2023;0,0
03/12/2023;0,0
04/12/2023;2043632636,4592478
05/12/2023;2512157991,7009783
06/12/2023;757873622,3714881
07/12/2023;1129999505,341127
08/12/2023;0,0
09/12/2023;0,0
10/12/2023;0,0
11/12/2023;1400714331,465771
12/12/2023;1041246659,758226
13/12/2023;6215483684,313887
14/12/2023;4698833931,849588
15/12/2023;4122405683,204817
16/12/2023;0,0
17/12/2023;0,0
18/12/2023;2050199771,2624378
19/12/2023;3664695904,5693455
20/12/2023;4201051379,613165
21/12/2023;4592414247,34909
22/12/2023;7965945368,664472
23/12/2023;0,0
24/12/2023;0,0
25/12/2023;0,0
26/12/2023;7463229089,667986
27/12/2023;7546364538,83071
28/12/2023;4350997314,146534
29/12/2023;1717641538,634192
30/12/2023;0,0
31/12/2023;0,0
01/01/2024;0,0
02/01/2024;3787798084,9655766
03/01/2024;1900931441,7820356
04/01/2024;1448920385,7844281
05/01/2024;1558874629,4617395
06/01/2024;0,0
07/01/2024;0,0
08/01/2024;1253914679,9370704
09/01/2024;2198710028,087495
10/01/2024;2030363989,510856
11/01/2024;7587967961,189847
12/01/2024;4543799412,847263
13/01/2024;0,0
14/01/2024;0,0
15/01/2024;5800923063,394757
16/01/2024;3523841636,1129622
17/01/2024;3168905689,9215255
18/01/2024;2372288053,738661
19/01/2024;2760720311,5690556
20/01/2024;0,0
21/01/2024;0,0
22/01/2024;4460376737,556128
23/01/2024;5549415685,9543295
24/01/2024;11358939748,887707
25/01/2024;9515981195,07821
26/01/2024;5917746766,748413
27/01/2024;0,0
28/01/2024;0,0
29/01/2024;1587654457,3574667
30/01/2024;1909694640,1871178
31/01/2024;2314631443,2260213
01/02/2024;1876110804,258436
02/02/2024;1883580883,4786117
03/02/2024;0,0
04/02/2024;0,0
05/02/2024;1399809941,7370672
06/02/2024;1232056860,9073448
07/02/2024;1147715253,4060142
08/02/2024;1708217182,4550989
09/02/2024;1879509816,4859164
10/02/2024;0,0
11/02/2024;0,0
12/02/2024;0,0
13/02/2024;0,0
14/02/2024;2653816583,8873177
15/02/2024;6978075932,628178
16/02/2024;7771609793,339993
17/02/2024;0,0
18/02/2024;0,0
19/02/2024;6734459527,141577
20/02/2024;2666782241,1684685
21/02/2024;5768511798,100088
22/02/2024;8960139689,683739
23/02/2024;10037748438,16093
24/02/2024;0,0
25/02/2024;0,0
26/02/2024;8456985122,070776
27/02/2024;6024284042,898725
28/02/2024;3059353274,1796284
29/02/2024;2129077311,47434
01/03/2024;1606376388,3129618
02/03/2024;0,0
03/03/2024;0,0
04/03/2024;1372954736,9815192
05/03/2024;930943083,3958737
06/03/2024;1304982452,6934485
07/03/2024;1386026770,9575944
08/03/2024;1775975648,9536216
09/03/2024;0,0
10/03/2024;0,0
11/03/2024;1634042323,5853014
12/03/2024;2051753389,3714929
13/03/2024;7975710256,768643
14/03/2024;5927893603,970287
15/03/2024;6541234261,047646
16/03/2024;0,0
17/03/2024;0,0
18/03/2024;2854069140,3476257
19/03/2024;2740725251,298173
20/03/2024;4815706337,492066
21/03/2024;5714647996,036615
22/03/2024;6963864760,070453
23/03/2024;0,0
24/03/2024;0,0
25/03/2024;10033309676,212275
26/03/2024;10851284244,09458
27/03/2024;7382843814,456289
28/03/2024;0,0
29/03/2024;0,0
30/03/2024;0,0
31/03/2024;0,0
01/04/2024;0,0
02/04/2024;0,0
03/04/2024;3750955825,375526
04/04/2024;1763617129,5212944
05/04/2024;2066555555,6857495
06/04/2024;0,0
07/04/2024;0,0
08/04/2024;2424394439,461866
09/04/2024;1817639700,4799948
10/04/2024;2871087992,6211224
11/04/2024;9302886753,265953
12/04/2024;7440102094,421644
13/04/2024;0,0
14/04/2024;0,0
15/04/2024;5811258318,526005
16/04/2024;2052313458,8411713
17/04/2024;2937411332,437643
18/04/2024;3590828724,920648
19/04/2024;2361059581,5648503
20/04/2024;0,0
21/04/2024;0,0
22/04/2024;9583411025,931932
23/04/2024;5896901980,059729
24/04/2024;11420715536,12291
25/04/2024;10877495061,267786
26/04/2024;9535265560,780226
27/04/2024;0,0
28/04/2024;0,0
29/04/2024;778431895,5478634
30/04/2024;3495761017,1472917
01/05/2024;0,0
02/05/2024;3170516121,673739
03/05/2024;522451101,3317449
04/05/2024;0,0
05/05/2024;0,0
06/05/2024;2657360376,6728415
07/05/2024;1449682808,7315707
08/05/2024;1924314135,5192993
09/05/2024;2128736600,0880718
10/05/2024;4030779413,2476783
11/05/2024;0,0
12/05/2024;0,0
13/05/2024;8874008584,308426
14/05/2024;7533483908,1076145
15/05/2024;12604612096,297405
16/05/2024;44096632556,749306
17/05/2024;32978466193,623466
18/05/2024;0,0
19/05/2024;0,0
20/05/2024;12172241560,254446
21/05/2024;3529329348,0118294
22/05/2024;6040601805,507549
23/05/2024;18907208473,641502
24/05/2024;9128261778,754978
25/05/2024;0,0
26/05/2024;0,0
27/05/2024;8567968012,328133
28/05/2024;4965441180,740379
29/05/2024;1374242824,0415478
30/05/2024;2102518758,445437
31/05/2024;2336716955,4460273
01/06/2024;0,0
02/06/2024;0,0
03/06/2024;1421148030,2163177
04/06/2024;1228290801,4727
05/06/2024;1698822740,7965925
06/06/2024;1841250747,4621563
07/06/2024;2397515504,269574
08/06/2024;0,0
09/06/2024;0,0
10/06/2024;2146020295,655002
11/06/2024;2934672001,4698544
12/06/2024;12731956639,015938
13/06/2024;9978201931,540977
14/06/2024;8508072383,269459
15/06/2024;0,0
16/06/2024;0,0
17/06/2024;0,0
18/06/2024;14783915477,619976
19/06/2024;9446109652,964031
20/06/2024;0,0
21/06/2024;0,0
22/06/2024;0,0
23/06/2024;0,0
24/06/2024;10100141904,778797
25/06/2024;7848949730,154949
26/06/2024;20628452270,173344
27/06/2024;12518188245,10389
28/06/2024;10171808377,73721
29/06/2024;0,0
30/06/2024;0,0
01/07/2024;2564869960,9935246
02/07/2024;1871743224,616854
03/07/2024;1637629694,349411
04/07/2024;2250922052,7238264
05/07/2024;1820222611,7361743
06/07/2024;0,0
07/07/2024;0,0
08/07/2024;1517133219,9886248
09/07/2024;0,0
10/07/2024;1806735371,1965146
11/07/2024;2927316511,626949
12/07/2024;11201539620,70433
13/07/2024;0,0
14/07/2024;0,0
15/07/2024;9599705836,800955
16/07/2024;8400944630,35802
17/07/2024;8040319992,770559
18/07/2024;5072958076,769362
19/07/2024;3411965640,405246
20/07/2024;0,0
21/07/2024;0,0
22/07/2024;12033269213,160131
23/07/2024;9162695708,06138
24/07/2024;14263214931,588158
25/07/2024;11417527804,050465
26/07/2024;10486521286,46799
27/07/2024;0,0
28/07/2024;0,0
29/07/2024;2153232996,5425367
30/07/2024;1752151167,71412
31/07/2024;2532587265,9123945
01/08/2024;2015183353,9744875
02/08/2024;1643287841,7212753
03/08/2024;0,0
04/08/2024;0,0
05/08/2024;1490040334,9711192
06/08/2024;1588112558,7657452
07/08/2024;2083411231,962095
08/08/2024;2342829234,029062
09/08/2024;2685275285,1985626
10/08/2024;0,0
11/08/2024;0,0
12/08/2024;3201633797,1426244
13/08/2024;10944267172,994034
14/08/2024;9166639792,514776
15/08/2024;13167097673,411924
16/08/2024;6019139318,606868
17/08/2024;0,0
18/08/2024;0,0
19/08/2024;4477637312,811737
20/08/2024;2795040423,031413
21/08/2024;7812582234,642595
22/08/2024;18857586714,728146
23/08/2024;14266286494,51735
24/08/2024;0,0
25/08/2024;0,0
26/08/2024;11799227430,433216
27/08/2024;10609228772,385824
28/08/2024;3171662354,3006682
29/08/2024;2180572800,6601543
30/08/2024;2823320924,858834
31/08/2024;0,0
01/09/2024;0,0
02/09/2024;1433916690,745866
03/09/2024;1372960003,316735
04/09/2024;2059476051,7837844
05/09/2024;3023215655,427663
06/09/2024;3772694280,478149
07/09/2024;0,0
08/09/2024;0,0
09/09/2024;2379556501,135833
10/09/2024;2934183310,207724
11/09/2024;12563725643,982641
12/09/2024;9889535595,105043
13/09/2024;8949430106,022118
14/09/2024;0,0
15/09/2024;0,0
16/09/2024;2725532681,8196163
17/09/2024;4833752544,925445
18/09/2024;6135645532,392809
19/09/2024;5632638539,055163
20/09/2024;17168216908,399925
21/09/2024;0,0
22/09/2024;0,0
23/09/2024;9157103269,451221
24/09/2024;10146640532,316172
25/09/2024;12287773138,855545
26/09/2024;12981618537,212103
27/09/2024;7032467831,540776
28/09/2024;0,0
29/09/2024;0,0
30/09/2024;4043007168,753343
01/10/2024;2286478393,467511
02/10/2024;2468743211,376103
03/10/2024;2317431156,6589684
04/10/2024;2251978219,93022
05/10/2024;0,0
